driverId,days_since_last_trip,completed_deliveries_last_30_days,avg_rating_last_30_days,total_earnings_last_30_days,wallet_balance,tenure_in_days,churn
4532,8,18,4.82,10604.52,1329.56,216,0
4533,30,0,4.3,607.76,121.79,1065,1
4534,5,14,4.71,9714.3,308.6,1134,0
4535,24,10,4.78,5545.84,1268.24,73,1
4536,4,19,4.81,10376.93,775.42,776,0
4537,18,10,4.8,5280.66,441.09,149,1
4538,2,28,4.8,16832.6,1404.81,1093,1
4539,11,18,4.62,8860.5,1360.88,1256,0
4540,1,18,4.8,11745.83,781.21,1307,0
4541,33,0,4.45,532.82,140.72,909,1
4542,29,2,4.49,1545.45,251.89,954,1
4543,5,16,4.95,8289.96,1390.89,1392,0
4544,5,16,4.85,7269.09,1057.4,930,0
4545,6,15,4.83,6562.7,365.8,686,0
4546,3,15,4.8,8318.57,177.42,1139,0
4547,9,18,4.73,9538.18,306.84,898,0
4548,11,13,4.81,7574.68,1018.5,1268,1
4549,5,23,4.92,11750.78,1740.66,801,0
4550,1,14,4.88,8606.6,604.45,1307,0
4551,25,8,4.68,4427.86,286.18,95,1
4552,1,19,4.84,9963.48,101.43,83,0
4553,7,19,4.96,10115.24,1036.2,175,0
4554,1,18,4.89,10521.83,1690.86,847,0
4555,1,19,5.0,9332.01,534.49,1072,0
4556,0,24,4.81,14129.15,2678.2,347,0
4557,4,20,4.84,9576.68,175.26,258,0
4558,8,10,4.88,5236.48,253.22,1294,0
4559,5,21,4.84,8101.85,765.71,1133,0
4560,9,9,4.83,5093.24,626.02,983,0
4561,9,19,4.72,8160.03,766.29,747,1
4562,1,12,4.84,6810.83,915.03,647,1
4563,0,18,4.82,10246.95,1272.95,60,1
4564,7,19,4.8,11390.77,2282.8,306,0
4565,8,17,4.79,11220.5,1252.5,1348,0
4566,6,18,4.78,9119.73,729.5,528,1
4567,2,32,4.9,14638.43,1990.49,1065,1
4568,16,9,4.65,5485.79,0.0,1064,1
4569,0,14,4.73,6840.94,0.0,484,0
4570,7,15,4.77,6920.65,1276.48,330,1
4571,1,28,5.0,14040.05,834.2,1046,0
4572,8,15,4.84,7394.12,353.95,167,0
4573,4,25,4.78,17029.29,2400.28,757,1
4574,12,13,4.79,6527.66,633.33,1335,1
4575,0,15,4.87,8177.57,1497.41,1075,0
4576,6,18,4.85,10578.67,803.37,1153,0
4577,1,27,4.93,18441.24,3785.01,152,1
4578,10,11,4.79,5997.26,486.87,323,0
4579,1,25,4.88,9131.67,1647.45,434,0
4580,0,17,4.98,9029.5,1100.51,459,0
4581,11,18,4.81,6825.7,297.9,315,0
4582,0,22,4.89,10319.78,1058.3,1458,0
4583,2,23,4.86,14286.42,1642.85,272,0
4584,17,11,4.67,5451.07,616.97,1071,1
4585,16,14,4.63,6525.52,367.15,892,1
4586,18,10,4.75,6310.13,1382.18,927,1
4587,3,18,4.94,9186.9,1208.84,345,1
4588,6,19,4.85,11637.38,0.0,482,0
4589,14,13,4.78,6815.86,842.18,921,0
4590,1,29,4.81,16361.26,2399.16,469,0
4591,12,11,4.72,4755.74,0.0,1050,1
4592,1,25,4.78,11218.95,590.59,88,0
4593,24,12,4.62,6308.84,1163.0,137,1
4594,8,16,4.87,8408.26,1050.76,1100,0
4595,5,22,4.78,15789.02,1877.31,936,0
4596,5,13,4.82,8072.62,77.98,93,0
4597,2,22,4.91,13042.19,451.67,1351,0
4598,3,23,4.93,11704.03,0.0,37,0
4599,12,19,4.64,8197.61,0.0,1434,0
4600,6,20,4.79,13032.81,0.0,1102,0
4601,6,16,4.77,6461.26,1792.14,1482,0
4602,2,27,4.8,12539.0,576.19,1424,0
4603,10,13,4.75,7471.92,1000.09,490,0
4604,4,15,4.7,11057.87,2125.08,1142,0
4605,2,29,4.83,18520.0,2115.49,340,1
4606,28,8,4.6,5153.25,524.5,723,1
4607,5,13,4.76,9131.22,1189.98,382,1
4608,6,21,4.79,10489.25,2851.07,744,0
4609,32,0,4.9,470.54,102.78,1312,1
4610,4,20,4.85,12234.75,0.0,671,0
4611,27,5,4.5,2380.63,122.37,165,1
4612,10,19,4.83,10388.32,356.79,507,0
4613,7,24,4.86,13109.37,1194.97,1186,0
4614,2,29,4.81,15973.58,88.36,796,0
4615,0,29,5.0,12532.87,704.76,853,0
4616,4,21,4.87,11382.19,1014.21,663,1
4617,0,25,4.9,13408.61,2444.61,460,0
4618,0,21,4.93,10283.27,396.49,909,0
4619,6,15,4.75,8806.53,1374.14,960,1
4620,12,9,4.74,5712.06,777.29,1350,1
4621,1,21,4.91,9792.08,1554.76,938,0
4622,12,15,4.7,8755.85,0.0,1492,1
4623,28,5,4.58,3594.93,0.0,1245,1
4624,13,8,4.79,5426.08,0.0,145,1
4625,15,15,4.75,7899.89,1705.66,606,1
4626,11,14,4.77,8274.89,403.36,595,1
4627,2,23,4.86,11535.81,161.59,34,0
4628,4,13,4.83,7977.59,803.39,295,1
4629,28,5,4.66,2264.14,672.05,1150,1
4630,9,15,4.94,5877.9,340.27,547,0
4631,15,10,4.75,5662.37,307.47,247,1
4632,31,0,4.38,328.68,179.78,452,1
4633,2,15,4.83,8780.48,1083.4,433,0
4634,3,20,4.8,8992.62,996.45,286,1
4635,8,14,4.74,4981.68,333.16,178,0
4636,0,24,4.82,14496.63,1842.03,1153,0
4637,6,17,4.8,10723.57,0.0,1242,0
4638,16,7,4.78,2701.23,382.97,759,1
4639,6,29,4.89,14227.73,16.38,934,0
4640,3,21,4.81,9611.68,2126.86,1381,0
4641,12,13,4.74,7248.28,1391.7,1268,1
4642,1,22,4.87,13831.08,2291.95,77,1
4643,22,8,4.68,4282.58,1174.65,1430,1
4644,1,22,4.91,10708.36,3413.39,128,1
4645,19,5,4.66,3637.92,441.25,69,1
4646,5,22,4.82,7893.55,896.75,622,0
4647,4,29,4.93,16798.23,2690.75,1126,0
4648,5,24,4.81,14472.31,2228.55,148,0
4649,2,18,4.82,9984.21,0.0,460,0
4650,5,17,4.82,8588.85,690.3,416,1
4651,18,15,4.71,7682.55,264.48,614,0
4652,16,13,4.61,6615.72,1020.22,1479,1
4653,1,23,4.84,12148.52,1704.76,517,1
4654,9,19,4.82,7737.47,864.7,337,1
4655,18,8,4.84,5031.65,316.56,209,1
4656,17,6,4.67,3260.58,245.28,321,1
4657,4,22,4.89,11393.03,2908.19,225,0
4658,0,20,4.89,9319.98,0.0,873,0
4659,26,6,4.7,3752.34,1384.25,648,1
4660,4,23,4.8,13909.09,3529.61,762,1
4661,4,16,4.92,8979.28,847.43,1253,0
4662,14,13,4.84,5094.88,875.89,883,1
4663,3,16,4.95,8119.03,790.05,258,1
4664,17,12,4.81,6657.88,650.14,583,1
4665,0,27,4.89,14058.52,952.59,489,0
4666,13,19,4.79,8863.04,477.24,1245,1
4667,30,0,4.56,631.07,190.62,481,1
4668,34,0,4.64,542.18,99.37,233,1
4669,25,4,4.65,2526.24,335.22,1111,1
4670,19,13,4.68,8638.94,690.94,659,1
4671,3,17,4.92,8008.19,2128.98,170,0
4672,30,0,4.62,509.34,154.05,1043,1
4673,26,8,4.55,3948.92,231.78,339,1
4674,6,26,4.98,9787.87,2062.61,1306,0
4675,4,19,4.87,9898.18,1351.68,1253,0
4676,1,12,4.78,6190.88,1228.1,573,0
4677,6,24,4.74,13650.45,2461.42,846,0
4678,11,18,4.62,7035.22,0.0,864,0
4679,4,15,4.89,8990.37,1347.29,990,1
4680,4,9,4.8,5196.32,579.56,131,1
4681,6,17,4.76,10889.14,2842.39,507,0
4682,0,28,4.83,14468.45,405.32,280,0
4683,29,2,4.57,1700.77,354.59,1055,1
4684,3,26,4.89,15038.18,112.59,131,0
4685,1,18,4.75,6359.72,1825.81,789,0
4686,0,20,4.81,12019.34,1852.07,1099,1
4687,18,12,4.73,6557.09,497.94,1424,1
4688,19,11,4.65,4685.6,1085.42,453,1
4689,1,29,4.91,14732.51,3619.66,41,0
4690,1,20,4.84,12030.23,1662.5,1093,0
4691,5,17,4.94,8622.87,787.76,32,1
4692,2,20,4.87,10567.74,128.1,127,0
4693,12,15,4.85,5526.48,178.85,1486,0
4694,0,21,4.92,9979.66,0.0,1297,0
4695,6,20,4.86,11672.53,2317.13,1070,0
4696,4,23,4.79,13932.84,2790.42,1258,0
4697,5,24,4.91,12900.4,252.48,140,0
4698,4,22,4.86,12615.64,2543.85,160,0
4699,1,14,4.8,7171.98,640.89,472,0
4700,2,19,4.71,9647.0,594.29,64,0
4701,0,22,4.89,10123.02,1426.07,1335,1
4702,1,17,4.98,8714.43,849.23,112,0
4703,32,0,4.26,398.85,65.04,829,1
4704,3,17,4.78,6664.35,549.76,1284,0
4705,3,27,4.83,18621.71,0.0,1110,0
4706,1,22,4.95,10117.36,0.0,375,0
4707,13,16,4.62,8803.39,547.46,721,1
4708,25,4,4.58,2034.73,231.11,835,1
4709,15,5,4.66,1736.25,85.17,1158,1
4710,6,13,4.86,8787.24,937.53,656,1
4711,16,8,4.71,4504.39,528.2,449,1
4712,4,17,4.82,6412.85,1087.85,1199,0
4713,19,11,4.68,5136.72,541.97,1333,1
4714,16,11,4.77,8039.72,1358.34,748,1
4715,0,17,4.96,10058.28,1711.48,71,0
4716,5,17,4.9,5752.88,0.0,765,1
4717,3,23,4.89,11048.82,2749.75,1337,0
4718,0,13,4.98,6804.23,1415.44,1483,0
4719,18,16,4.63,9337.88,812.64,619,0
4720,0,23,4.91,12154.54,362.53,250,1
4721,12,17,4.92,6403.23,1160.3,871,0
4722,33,0,4.6,606.92,81.64,1251,1
4723,5,10,4.79,4737.63,120.01,1419,1
4724,4,21,4.77,12230.01,960.15,106,0
4725,6,12,4.84,6006.57,1254.91,457,1
4726,16,14,4.82,6833.16,1605.17,732,1
4727,2,20,4.9,9771.03,2522.61,174,0
4728,2,15,4.84,6708.35,624.99,1332,0
4729,6,24,4.86,15155.23,1428.4,194,0
4730,27,1,4.59,1052.56,151.91,1007,1
4731,3,17,4.86,10473.6,594.55,1380,0
4732,4,22,4.88,9513.06,489.33,1037,0
4733,34,0,4.46,331.57,120.18,1151,1
4734,2,27,4.89,15312.36,3944.36,417,0
4735,0,24,4.9,10846.18,419.57,1246,0
4736,6,15,4.96,6787.72,831.41,645,0
4737,0,28,4.74,12272.22,1921.07,120,0
4738,2,18,4.85,7696.81,2188.34,568,1
4739,7,17,4.76,10130.51,1313.57,544,0
4740,9,17,4.77,10258.08,856.74,796,0
4741,5,20,4.87,10058.17,316.03,419,1
4742,4,22,4.91,11264.21,374.23,709,0
4743,6,18,4.78,8675.95,908.17,659,0
4744,8,17,4.85,11687.72,935.17,510,0
4745,16,7,4.66,3762.69,423.78,1053,1
4746,15,8,4.64,4174.67,706.45,479,1
4747,9,17,4.79,8612.71,491.14,1155,1
4748,21,15,4.65,6645.0,964.45,398,1
4749,18,7,4.8,4362.72,889.85,1301,1
4750,1,24,5.0,15052.04,0.0,566,1
4751,29,5,4.55,2948.6,439.14,89,1
4752,21,10,4.54,6042.35,1347.2,250,1
4753,3,23,4.75,8597.08,1217.39,1215,0
4754,0,20,4.82,8965.81,556.15,1311,0
4755,6,29,4.83,15209.19,2356.36,341,0
4756,4,22,4.82,8395.85,551.14,915,0
4757,13,16,4.66,9217.34,1640.89,874,1
4758,5,16,4.96,8081.0,1210.95,226,1
4759,0,21,4.93,11271.12,2915.27,694,0
4760,2,15,4.98,7387.04,782.56,1049,1
4761,20,6,4.55,3621.56,562.36,1451,1
4762,0,17,4.97,5960.84,547.89,1276,0
4763,13,14,4.74,6113.06,769.71,173,0
4764,3,21,4.82,11915.37,442.33,379,0
4765,5,22,4.83,9262.79,2003.05,671,0
4766,6,23,4.77,10303.58,1268.13,251,0
4767,2,21,4.85,10081.95,1112.99,868,0
4768,8,23,4.87,11499.87,2063.27,42,0
4769,10,20,4.64,11831.3,2667.75,196,0
4770,0,13,4.98,7498.6,2145.0,99,0
4771,4,14,4.87,6903.29,329.72,464,1
4772,13,10,4.74,4382.42,757.55,1150,1
4773,12,10,4.83,7423.84,1390.25,290,0
4774,6,16,4.85,8660.86,874.61,1481,0
4775,15,8,4.7,5166.62,359.8,426,1
4776,1,22,4.82,7496.49,1492.49,95,0
4777,1,24,4.97,11844.17,418.08,523,0
4778,9,15,4.69,7428.99,1112.67,1129,0
4779,10,15,4.77,7162.39,373.23,186,0
4780,16,17,4.62,10110.81,1102.19,135,1
4781,2,28,4.89,14317.48,0.0,1278,0
4782,5,15,4.82,7338.31,218.92,900,0
4783,9,14,4.7,7497.23,0.0,534,1
4784,2,16,4.8,8261.14,2656.6,1141,0
4785,5,19,4.83,8316.91,0.0,1271,0
4786,8,20,4.82,11854.16,2146.31,558,0
4787,2,18,4.72,8687.94,413.89,854,1
4788,4,26,4.79,13494.07,0.0,46,0
4789,2,26,4.87,16474.74,2078.92,480,0
4790,23,8,4.73,6217.31,1910.53,904,1
4791,2,14,4.92,7802.98,349.82,319,0
4792,1,22,4.84,8763.1,2242.98,1487,0
4793,0,21,4.95,10323.72,2792.73,1457,0
4794,0,25,4.86,16480.71,316.86,408,0
4795,2,13,4.64,6796.2,0.0,612,0
4796,6,15,4.92,8729.73,395.45,308,0
4797,0,23,4.91,13108.6,2540.17,770,0
4798,3,20,4.86,9377.82,0.0,212,0
4799,0,29,4.88,19044.49,2696.2,604,0
4800,4,15,4.86,8573.51,970.64,846,0
4801,0,27,4.88,13740.73,714.67,929,0
4802,6,20,4.8,10411.75,702.62,906,1
4803,10,15,4.73,6174.71,586.44,355,0
4804,12,12,4.77,5805.84,637.8,1194,0
4805,2,18,4.8,7974.2,1935.73,1046,0
4806,19,12,4.61,8565.04,624.16,1137,0
4807,10,16,4.8,9985.3,995.41,717,1
4808,0,23,4.95,10439.43,1615.28,1342,1
4809,5,21,4.77,13969.93,388.16,603,0
4810,14,17,4.7,11006.05,2543.52,1214,1
4811,3,29,4.73,13876.03,557.52,329,0
4812,4,22,4.75,12683.48,1807.27,393,1
4813,7,11,4.72,5316.0,482.72,804,0
4814,0,19,4.95,11609.82,1238.12,847,0
4815,30,0,4.53,653.3,239.85,1126,1
4816,1,19,4.9,9398.13,1243.1,467,0
4817,0,27,4.86,11700.45,602.5,1312,0
4818,0,23,4.92,11895.45,409.77,514,0
4819,4,22,4.92,12013.07,2499.6,815,0
4820,20,5,4.68,3741.53,576.2,1399,1
4821,17,11,4.79,6396.57,448.58,822,1
4822,24,3,4.75,1857.4,381.02,1032,1
4823,6,23,4.91,11341.23,506.54,1365,0
4824,5,23,4.78,8371.33,317.36,1462,0
4825,4,23,4.7,9208.68,840.14,764,0
4826,0,20,4.87,9850.75,792.7,642,0
4827,23,8,4.66,3951.48,0.0,319,1
4828,5,21,4.69,10666.27,679.13,820,0
4829,5,23,4.83,13066.66,1976.56,1379,0
4830,5,27,4.65,15444.27,1087.56,746,0
4831,15,19,4.84,7112.23,793.31,542,1
4832,2,19,4.89,13677.46,301.33,187,0
4833,11,12,4.71,6497.04,861.72,602,1
4834,11,15,4.78,8116.56,1198.83,377,1
4835,18,10,4.72,5221.59,1152.37,1465,1
4836,0,24,4.91,12016.51,979.66,805,0
4837,1,24,4.87,14397.23,1175.37,231,0
4838,5,21,4.9,9889.76,1599.89,129,0
4839,18,11,4.61,6233.61,591.2,1280,1
4840,30,0,4.73,661.39,169.92,1399,1
4841,6,33,4.95,17435.79,2816.26,1151,1
4842,2,24,4.84,13415.66,291.93,212,0
4843,2,22,4.88,9110.45,139.63,174,1
4844,8,19,4.73,11176.77,704.36,321,0
4845,2,21,5.0,11482.47,0.0,1134,0
4846,6,23,4.84,11834.48,2977.36,1155,0
4847,17,10,4.62,5930.19,12.29,1261,1
4848,4,23,4.92,10481.21,2080.39,172,1
4849,4,24,4.76,15820.82,352.97,255,0
4850,0,18,4.93,13520.52,2583.49,1353,0
4851,2,33,4.93,15478.43,3078.35,1395,0
4852,11,13,4.91,7851.31,0.0,1096,0
4853,4,18,4.86,9035.95,903.59,185,1
4854,1,21,4.87,9027.1,2168.88,130,0
4855,1,22,4.73,13598.92,1524.36,111,1
4856,1,14,4.84,7280.05,1358.92,1047,0
4857,9,15,4.74,8725.39,1130.57,1273,1
4858,6,21,4.81,13914.82,2452.15,958,0
4859,5,19,4.79,11282.21,2310.82,415,0
4860,5,16,4.89,8820.09,842.69,1143,1
4861,1,19,4.83,8543.71,929.43,116,0
4862,5,16,4.86,7276.83,617.54,1247,0
4863,0,29,4.87,14847.89,111.14,1341,0
4864,25,9,4.59,4699.27,780.04,1085,0
4865,0,22,4.83,12812.85,1466.0,1322,0
4866,4,21,4.86,9267.69,1940.74,891,0
4867,0,23,4.98,10585.58,2807.89,718,0
4868,15,10,4.68,5098.72,356.05,504,1
4869,1,21,4.87,11359.53,865.98,1384,0
4870,25,10,4.66,5326.51,270.71,1054,1
4871,0,17,4.88,8900.89,1960.77,310,1
4872,17,9,4.59,4351.01,6.16,1436,1
4873,9,17,4.82,9910.88,1317.01,117,0
4874,2,23,4.75,14296.69,0.0,893,0
4875,2,25,4.76,13431.1,2949.17,310,0
4876,4,15,4.75,7179.31,1231.3,1006,0
4877,17,13,4.7,5575.94,347.87,636,1
4878,19,14,4.62,9334.88,2322.71,672,1
4879,1,26,4.77,13303.69,597.19,1017,1
4880,4,18,4.87,11014.18,1247.77,1141,0
4881,2,17,4.86,10889.8,0.0,588,1
4882,1,21,4.92,12308.14,1953.46,1496,0
4883,8,15,4.75,8998.15,669.87,762,1
4884,3,18,4.85,10480.54,906.72,265,1
4885,2,18,4.92,9257.27,317.79,39,1
4886,19,7,4.6,3055.46,112.83,327,1
4887,13,11,4.7,6719.05,467.0,1045,1
4888,14,18,4.81,7254.88,1547.67,822,0
4889,0,25,4.88,12405.3,1738.45,526,0
4890,24,4,4.63,2328.35,113.34,737,1
4891,6,16,4.82,9293.25,0.0,1262,1
4892,5,23,4.92,12669.56,3323.33,870,0
4893,0,23,4.88,10759.64,0.0,115,0
4894,22,10,4.66,4988.11,988.93,102,1
4895,6,8,4.82,5915.27,859.27,738,0
4896,17,15,4.6,7455.88,696.21,624,0
4897,9,19,4.83,9995.06,643.68,1280,1
4898,15,19,4.67,10358.9,1748.05,886,1
4899,10,10,4.69,5673.21,1112.09,1142,1
4900,25,6,4.51,3587.25,743.48,890,1
4901,2,15,4.75,9415.16,1846.83,537,0
4902,2,25,4.7,15648.1,0.0,996,0
4903,11,17,4.7,8990.3,492.47,943,0
4904,5,14,4.8,7847.01,435.82,1088,1
4905,6,17,4.89,9147.95,1012.99,308,1
4906,11,17,4.77,7602.74,978.77,973,1
4907,6,14,4.84,7628.26,1470.5,449,0
4908,15,11,4.82,4667.17,567.79,1191,1
4909,3,20,4.65,11361.47,1902.93,1203,0
4910,19,11,4.72,4343.48,372.53,948,1
4911,1,28,4.89,12364.3,3365.89,1421,0
4912,7,18,4.87,10582.04,619.51,820,1
4913,21,11,4.54,5786.55,337.02,66,1
4914,2,16,4.82,8401.01,1124.83,921,0
4915,3,24,4.78,11715.98,2307.55,1173,0
4916,3,22,4.76,9951.29,471.14,178,1
4917,6,12,4.98,5880.55,522.01,183,0
4918,4,25,4.8,13788.36,1066.64,431,0
4919,1,15,4.93,7436.16,221.23,1271,0
4920,21,15,4.72,5434.57,376.79,805,1
4921,2,20,4.76,8508.14,473.55,1465,0
4922,6,13,4.78,5600.27,1250.28,1313,0
4923,6,14,4.82,7184.5,847.88,845,1
4924,0,28,4.91,13865.61,883.99,1028,0
4925,1,21,4.89,9419.16,2449.93,516,0
4926,31,0,4.22,414.02,126.63,162,1
4927,9,18,4.85,6992.16,1710.11,616,1
4928,0,32,4.93,15066.14,1084.13,900,0
4929,15,15,4.8,8601.19,1638.15,297,1
4930,5,16,4.92,8898.38,2497.35,355,1
4931,0,23,4.84,11601.27,882.6,52,0
4932,10,18,4.67,10884.52,988.67,1109,0
4933,5,14,4.79,7529.76,553.09,1352,0
4934,2,17,4.76,9427.34,1174.67,1246,1
4935,19,10,4.62,5762.07,1545.76,588,1
4936,3,22,4.86,12121.32,1319.37,902,0
4937,3,17,4.81,10831.39,654.74,1442,1
4938,3,24,4.9,12290.7,1179.7,899,0
4939,14,8,4.76,4155.16,877.81,464,1
4940,11,20,4.8,10943.46,0.0,527,1
4941,23,9,4.56,4992.43,759.45,1098,0
4942,2,20,4.8,12991.78,1178.56,685,0
4943,15,14,4.6,7928.1,453.65,1260,1
4944,6,22,4.86,10065.84,0.0,1300,0
4945,3,24,4.98,9952.53,1605.75,82,0
4946,0,24,4.89,15043.07,1205.5,1093,0
4947,17,11,4.73,5777.72,867.78,573,1
4948,2,25,4.82,13616.68,214.82,794,0
4949,7,18,4.79,9541.14,0.0,419,1
4950,6,15,4.91,8906.12,82.25,571,0
4951,0,25,4.89,11786.54,1086.65,515,0
4952,34,0,4.57,575.25,53.84,104,1
4953,16,13,4.81,6492.7,809.62,1180,1
4954,5,22,4.91,15985.28,3823.59,240,0
4955,10,12,4.78,6333.78,0.0,582,1
4956,5,19,4.84,10560.56,553.88,313,1
4957,13,13,4.72,9874.32,936.73,266,1
4958,1,16,4.9,9935.86,909.2,578,0
4959,5,19,4.8,9911.03,2182.23,1380,0
4960,3,13,4.87,7211.43,533.07,1417,0
4961,5,19,4.9,8930.15,746.98,591,0
4962,5,24,4.71,15508.14,1203.23,772,0
4963,1,19,4.74,9565.65,1417.77,1478,0
4964,32,0,4.64,483.13,175.05,375,1
4965,0,28,4.93,12533.65,1316.93,1418,0
4966,0,22,4.9,11258.13,2578.66,185,0
4967,4,18,4.76,9762.47,1131.55,362,1
4968,7,17,4.87,10403.49,62.21,527,1
4969,2,23,4.99,12309.69,2388.12,84,0
4970,6,27,4.76,16153.01,1677.07,1229,0
4971,12,14,4.71,4982.23,1143.58,1287,0
4972,1,22,4.87,13790.63,2384.72,593,0
4973,33,0,4.77,177.96,108.59,1259,1
4974,3,22,4.93,12656.72,529.41,1165,0
4975,8,15,4.82,4282.78,184.97,1208,0
4976,1,30,4.85,15506.35,1599.74,1209,0
4977,11,14,4.73,8859.78,8.13,873,1
4978,18,13,4.59,6114.06,116.94,192,0
4979,1,20,4.97,10591.56,504.14,1387,1
4980,1,34,4.91,19816.34,100.01,924,0
4981,3,31,4.84,17832.04,1704.41,1354,0
4982,0,23,4.89,9230.8,1025.62,1439,0
4983,33,0,4.33,389.22,90.79,305,1
4984,6,13,4.7,8528.08,91.25,621,0
4985,6,12,4.72,7444.5,335.61,312,0
4986,29,5,4.58,2838.89,418.82,104,1
4987,17,10,4.69,4761.94,447.06,1450,1
4988,16,7,4.72,3916.41,522.48,1387,1
4989,3,22,4.97,12633.75,469.32,1399,0
4990,3,20,4.83,12036.0,1678.35,1328,0
4991,3,17,4.8,7847.49,1336.37,983,0
4992,3,18,4.85,9340.8,20.41,797,1
4993,4,24,4.74,11028.81,792.39,1487,0
4994,1,25,4.88,10958.33,0.0,841,0
4995,4,18,4.79,9949.56,1717.0,974,1
4996,5,15,4.85,7818.55,2228.66,341,0
4997,3,23,4.84,12756.16,2280.59,1127,0
4998,1,21,4.86,10711.52,1034.05,1234,0
4999,4,21,4.88,11874.15,1409.13,1027,0
5000,5,15,4.88,6437.24,1018.73,762,0
5001,12,17,4.9,8615.04,76.93,320,1
5002,11,13,4.82,5957.61,719.04,79,0
5003,2,19,4.84,10344.0,1066.25,952,0
5004,0,26,4.84,17207.53,1466.16,1034,0
5005,3,22,4.87,11863.54,845.83,1165,0
5006,1,26,4.97,13364.63,1504.29,1427,0
5007,4,20,4.9,10166.17,259.05,761,1
5008,32,0,4.53,506.9,87.85,1248,1
5009,2,23,4.89,13916.44,1789.03,1082,1
5010,3,18,4.87,10532.87,1052.88,437,1
5011,12,17,4.83,6765.56,738.23,1272,1
5012,5,15,4.85,9055.74,1664.24,108,1
5013,0,27,4.9,12344.3,1235.97,910,0
5014,1,23,4.79,11072.85,994.35,1412,1
5015,27,6,4.67,3410.73,598.84,998,1
5016,1,25,4.77,11956.35,2937.34,1407,0
5017,7,15,4.82,10289.77,703.09,112,1
5018,15,10,4.69,5050.22,698.23,812,1
5019,3,17,4.81,9762.89,848.87,1177,0
5020,12,20,4.8,8050.57,251.34,974,1
5021,1,21,4.87,9771.48,991.07,1324,0
5022,3,18,4.68,9153.04,1442.05,710,0
5023,3,23,4.84,13615.57,502.1,1033,1
5024,34,0,4.38,624.12,195.08,647,1
5025,2,25,4.95,15052.59,1113.59,1312,0
5026,1,24,4.78,12743.64,964.22,205,1
5027,25,4,4.76,2229.46,421.11,403,1
5028,1,17,4.93,8005.78,1051.23,172,1
5029,20,4,4.66,2357.26,170.67,1062,1
5030,8,20,4.77,7138.29,22.04,372,1
5031,6,17,4.78,9489.02,2329.04,496,1
5032,13,14,4.77,7775.09,979.92,1259,1
5033,12,17,4.7,8315.36,2165.06,559,1
5034,1,23,4.86,9380.83,661.13,244,0
5035,34,0,4.47,626.29,133.9,60,1
5036,27,3,4.66,2457.65,79.75,363,1
5037,22,7,4.67,4237.62,117.14,1374,1
5038,7,19,4.78,11189.33,764.19,836,0
5039,5,20,4.81,7882.11,1954.49,1492,1
5040,6,19,4.77,9421.86,1194.53,346,0
5041,0,27,4.9,13521.2,2618.93,546,0
5042,5,20,4.74,11666.91,3150.03,269,0
5043,7,19,4.87,9082.14,1673.41,615,1
5044,9,10,4.8,5998.18,1143.5,858,1
5045,3,20,4.82,8616.35,1024.2,1217,0
5046,5,25,4.87,12903.16,2806.36,571,0
5047,8,24,4.83,12324.68,1670.79,1164,0
5048,4,22,4.77,11611.33,2316.86,950,1
5049,30,0,4.54,570.63,81.63,458,1
5050,11,16,4.6,8410.24,1376.1,1370,1
5051,0,29,4.96,13933.22,1973.46,668,1
5052,0,20,4.87,8048.01,694.69,251,0
5053,10,13,4.85,8295.59,0.0,1445,0
5054,4,17,4.94,8280.04,1097.58,1372,0
5055,18,10,4.67,5433.49,815.07,102,1
5056,1,21,4.84,10003.09,281.09,1356,0
5057,0,18,4.9,9992.13,1211.4,1422,0
5058,4,20,4.76,11662.86,1516.0,1248,0
5059,12,11,4.74,6802.24,1398.6,404,1
5060,31,0,4.51,499.24,142.61,957,1
5061,20,7,4.6,3862.89,669.5,821,1
5062,5,11,4.8,5399.1,537.68,941,0
5063,16,12,4.77,6493.26,541.97,936,1
5064,0,16,4.93,8648.77,871.67,969,0
5065,6,20,4.81,11212.99,787.77,785,0
5066,25,11,4.63,5615.6,457.81,1045,1
5067,4,34,4.82,17815.13,2587.74,804,0
5068,30,0,4.39,344.96,154.71,54,1
5069,2,14,4.79,7692.66,1107.0,81,0
5070,1,16,4.94,10118.31,1304.47,1438,0
5071,5,17,4.91,8673.75,1847.99,1366,0
5072,23,7,4.59,3483.68,804.08,890,0
5073,3,21,4.93,11225.86,1329.97,286,1
5074,16,14,4.64,8353.75,1926.95,1178,1
5075,1,25,4.83,11598.16,2568.55,240,0
5076,13,12,4.74,5193.27,686.48,584,1
5077,6,25,4.8,11672.06,707.38,514,0
5078,1,24,4.82,11506.11,900.94,48,1
5079,12,13,4.77,8534.48,983.31,1216,0
5080,11,18,4.82,7498.3,649.4,779,1
5081,5,11,4.73,4786.8,209.95,494,1
5082,2,14,4.87,8088.75,240.99,775,0
5083,1,15,4.94,7440.75,564.9,30,0
5084,29,8,4.56,3916.91,259.75,672,1
5085,9,14,4.75,8172.42,0.0,793,0
5086,16,17,4.66,9092.91,1595.4,529,0
5087,11,13,4.91,7762.05,1506.27,1250,0
5088,17,16,4.81,9558.46,1457.91,397,0
5089,1,19,4.85,7850.31,0.0,232,0
5090,5,12,4.91,4906.1,512.29,805,1
5091,9,23,4.75,14250.26,2021.37,1334,1
5092,1,27,4.86,13418.5,2725.14,581,0
5093,1,16,4.8,12210.31,3451.59,98,1
5094,7,21,4.68,12671.54,1346.48,1455,0
